X0,X1,X2,X3,X4,Y
0.665,0.681,0.386,0.475,0.0,5.0
0.665,0.681,0.386,0.475,0.0204081632653061,4.938775510204081
0.665,0.681,0.386,0.475,0.0408163265306122,4.877551020408164
0.665,0.681,0.386,0.475,0.0612244897959183,4.816326530612245
0.665,0.681,0.386,0.475,0.0816326530612244,4.755102040816326
0.665,0.681,0.386,0.475,0.1020408163265306,4.6938775510204085
0.665,0.681,0.386,0.475,0.1224489795918367,4.63265306122449
0.665,0.681,0.386,0.475,0.1428571428571428,4.571428571428571
0.665,0.681,0.386,0.475,0.1632653061224489,4.510204081632653
0.665,0.681,0.386,0.475,0.183673469387755,4.448979591836735
0.665,0.681,0.386,0.475,0.2040816326530612,4.387755102040816
0.665,0.681,0.386,0.475,0.2244897959183673,4.326530612244898
0.665,0.681,0.386,0.475,0.2448979591836734,4.26530612244898
0.665,0.681,0.386,0.475,0.2653061224489795,4.204081632653061
0.665,0.681,0.386,0.475,0.2857142857142857,4.142857142857143
0.665,0.681,0.386,0.475,0.3061224489795918,4.081632653061225
0.665,0.681,0.386,0.475,0.3265306122448979,4.020408163265306
0.665,0.681,0.386,0.475,0.3469387755102041,3.959183673469388
0.665,0.681,0.386,0.475,0.3673469387755101,3.8979591836734695
0.665,0.681,0.386,0.475,0.3877551020408163,3.836734693877551
0.665,0.681,0.386,0.475,0.4081632653061224,3.775510204081633
0.665,0.681,0.386,0.475,0.4285714285714285,3.7142857142857144
0.665,0.681,0.386,0.475,0.4489795918367346,3.653061224489796
0.665,0.681,0.386,0.475,0.4693877551020408,3.5918367346938775
0.665,0.681,0.386,0.475,0.4897959183673469,3.5306122448979593
0.665,0.681,0.386,0.475,0.5102040816326531,3.4693877551020407
0.665,0.681,0.386,0.475,0.5306122448979591,3.408163265306123
0.665,0.681,0.386,0.475,0.5510204081632653,3.346938775510204
0.665,0.681,0.386,0.475,0.5714285714285714,3.2857142857142856
0.665,0.681,0.386,0.475,0.5918367346938775,3.2244897959183674
0.665,0.681,0.386,0.475,0.6122448979591836,3.163265306122449
0.665,0.681,0.386,0.475,0.6326530612244897,3.102040816326531
0.665,0.681,0.386,0.475,0.6530612244897959,3.0408163265306123
0.665,0.681,0.386,0.475,0.673469387755102,2.979591836734694
0.665,0.681,0.386,0.475,0.6938775510204082,2.9183673469387754
0.665,0.681,0.386,0.475,0.7142857142857142,2.8571428571428577
0.665,0.681,0.386,0.475,0.7346938775510203,2.795918367346939
0.665,0.681,0.386,0.475,0.7551020408163265,2.7346938775510203
0.665,0.681,0.386,0.475,0.7755102040816326,2.673469387755102
0.665,0.681,0.386,0.475,0.7959183673469387,2.612244897959184
0.665,0.681,0.386,0.475,0.8163265306122448,2.5510204081632657
0.665,0.681,0.386,0.475,0.836734693877551,2.489795918367347
0.665,0.681,0.386,0.475,0.8571428571428571,2.428571428571429
0.665,0.681,0.386,0.475,0.8775510204081632,2.36734693877551
0.665,0.681,0.386,0.475,0.8979591836734693,2.3061224489795924
0.665,0.681,0.386,0.475,0.9183673469387754,2.2448979591836737
0.665,0.681,0.386,0.475,0.9387755102040816,2.183673469387755
0.665,0.681,0.386,0.475,0.9591836734693876,2.122448979591837
0.665,0.681,0.386,0.475,0.979591836734694,2.0612244897959187
0.665,0.681,0.386,0.475,1.0,2.0
