X0,X1,X2,X3,X4,Y
0.0,0.337,0.428,0.606,0.652,1.0
0.0204081632653061,0.337,0.428,0.606,0.652,1.163265306122449
0.0408163265306122,0.337,0.428,0.606,0.652,1.326530612244898
0.0612244897959183,0.337,0.428,0.606,0.652,1.489795918367347
0.0816326530612244,0.337,0.428,0.606,0.652,1.6530612244897958
0.1020408163265306,0.337,0.428,0.606,0.652,1.816326530612245
0.1224489795918367,0.337,0.428,0.606,0.652,1.979591836734694
0.1428571428571428,0.337,0.428,0.606,0.652,2.142857142857143
0.1632653061224489,0.337,0.428,0.606,0.652,2.3061224489795915
0.183673469387755,0.337,0.428,0.606,0.652,2.4693877551020407
0.2040816326530612,0.337,0.428,0.606,0.652,2.63265306122449
0.2244897959183673,0.337,0.428,0.606,0.652,2.7959183673469385
0.2448979591836734,0.337,0.428,0.606,0.652,2.9591836734693877
0.2653061224489795,0.337,0.428,0.606,0.652,3.1224489795918364
0.2857142857142857,0.337,0.428,0.606,0.652,3.2857142857142856
0.3061224489795918,0.337,0.428,0.606,0.652,3.4489795918367343
0.3265306122448979,0.337,0.428,0.606,0.652,3.612244897959183
0.3469387755102041,0.337,0.428,0.606,0.652,3.7755102040816326
0.3673469387755101,0.337,0.428,0.606,0.652,3.938775510204082
0.3877551020408163,0.337,0.428,0.606,0.652,4.1020408163265305
0.4081632653061224,0.337,0.428,0.606,0.652,4.26530612244898
0.4285714285714285,0.337,0.428,0.606,0.652,4.428571428571429
0.4489795918367346,0.337,0.428,0.606,0.652,4.591836734693877
0.4693877551020408,0.337,0.428,0.606,0.652,4.755102040816326
0.4897959183673469,0.337,0.428,0.606,0.652,4.918367346938775
0.5102040816326531,0.337,0.428,0.606,0.652,5.081632653061225
0.5306122448979591,0.337,0.428,0.606,0.652,5.244897959183673
0.5510204081632653,0.337,0.428,0.606,0.652,5.408163265306122
0.5714285714285714,0.337,0.428,0.606,0.652,5.571428571428571
0.5918367346938775,0.337,0.428,0.606,0.652,5.73469387755102
0.6122448979591836,0.337,0.428,0.606,0.652,5.897959183673469
0.6326530612244897,0.337,0.428,0.606,0.652,6.061224489795918
0.6530612244897959,0.337,0.428,0.606,0.652,6.224489795918367
0.673469387755102,0.337,0.428,0.606,0.652,6.387755102040816
0.6938775510204082,0.337,0.428,0.606,0.652,6.551020408163265
0.7142857142857142,0.337,0.428,0.606,0.652,6.7142857142857135
0.7346938775510203,0.337,0.428,0.606,0.652,6.877551020408163
0.7551020408163265,0.337,0.428,0.606,0.652,7.040816326530612
0.7755102040816326,0.337,0.428,0.606,0.652,7.204081632653061
0.7959183673469387,0.337,0.428,0.606,0.652,7.367346938775509
0.8163265306122448,0.337,0.428,0.606,0.652,7.530612244897958
0.836734693877551,0.337,0.428,0.606,0.652,7.693877551020408
0.8571428571428571,0.337,0.428,0.606,0.652,7.857142857142857
0.8775510204081632,0.337,0.428,0.606,0.652,8.020408163265305
0.8979591836734693,0.337,0.428,0.606,0.652,8.183673469387754
0.9183673469387754,0.337,0.428,0.606,0.652,8.346938775510203
0.9387755102040816,0.337,0.428,0.606,0.652,8.510204081632653
0.9591836734693876,0.337,0.428,0.606,0.652,8.673469387755102
0.979591836734694,0.337,0.428,0.606,0.652,8.83673469387755
1.0,0.337,0.428,0.606,0.652,9.0
